id_veiculo,placa,chassi,marca,modelo,ano_fabricacao,valor_fipe,linha_veiculo,processed_at
914db26661dea9a1c4c888ad7f73a0b5,JPE0706,D8CZKU6VZQKJQNVKO,MERCEDES BENZ,L 1513,1983,38540,PESADOS,2026-02-13 03:18:38.576762 UTC
62330abee7a6cc8ed32009a313a17314,OPN4658,VSBQPL8I87EW7YFZ2,MERCEDES BENZ,L 1513,1977,60000,PESADOS,2026-02-13 03:18:38.576762 UTC
2e9f1fd1b58c9271bab13563ee2522f3,MAO8189,NQMI7VGNBDC5QCHFQ,MERCEDES BENZ,L 1518 3 EIXOS 2P (DIESEL),1987,54297,PESADOS,2026-02-13 03:18:38.576762 UTC
862083e87db4af278af498d77850ec29,BYS1890,EO9CW9DH611ZSUA2K,MERCEDES BENZ,L 1518 3 EIXOS 2P (DIESEL),1987,57021,PESADOS,2026-02-13 03:18:38.576762 UTC
d27c0a51d46bd6ab1f8643c7f85f2090,IOJ8493,RKPMKHPA4QOGZEXON,MERCEDES BENZ,L 1618 3 EIXOS 2P (DIESEL),1996,95988,PESADOS,2026-02-13 03:18:38.576762 UTC
a30d1407ed1a454a105fd9fa9334f4d8,QWL2826,W27NK8XK8HAKBSTN3,MERCEDES BENZ,L 1620 3 EIXOS 2P (DIESEL),1998,129710,PESADOS,2026-02-13 03:18:38.576762 UTC
66841f17c7a72781ae0bb866be07981d,MJD5992,QCYXUDOSPKH2S2KIL,MERCEDES BENZ,L 1621 2P (DIESEL),1996,117428,PESADOS,2026-02-13 03:18:38.576762 UTC
352d1e1094060bfe4e27bc43c4b7267f,GWC6223,GWV465EW8M409O61W,MERCEDES BENZ,L 2635 3 EIXOS 2P (DIESEL),1996,94100,PESADOS,2026-02-13 03:18:38.576762 UTC
34c8356431fe528e197ad2af58b7defb,KOV9681,YW6VCYLPHQL7VP7ZZ,MERCEDES BENZ,L 2638 6X4 3 EIXOS 2P (DIESEL),2001,134034,PESADOS,2026-02-13 03:18:38.576762 UTC
f9db3ad2f499b4ead6a6e44083341120,TOW0067,RWJN1637UGBVP6E9C,MERCEDES BENZ,L 2638 6X4 3 EIXOS 2P (DIESEL),2000,128536,PESADOS,2026-02-13 03:18:38.576762 UTC
957952283aeece29efbb1bc93dc49150,LXZ5626,VVP8XHG2L0QGV3VWR,MERCEDES BENZ,LS 1935 3 EIXOS 2P (DIESEL),1993,81347,PESADOS,2026-02-13 03:18:38.576762 UTC
363a9fe9d4b39f29f86dafdff82e4885,QRP7482,INKTWWJ1YGFK4E7UL,MERCEDES BENZ,LS 1938 2P (DIESEL),1998,91981,PESADOS,2026-02-13 03:18:38.576762 UTC
773fef2c0434c91022ddf870725413e5,RBQ6952,9WD55O3ZHN83JRLPE,MERCEDES BENZ,M BENZ/L1218 R,1998,87845,PESADOS,2026-02-13 03:18:38.576762 UTC
b7e723fbb6d5aa4b293bf765c1d3559b,MVF5765,7XNUD7Y19FS5M3OFF,CHEVROLET,MARAJO SL/SLE/SE,1985,35000,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
3dbe46e0a67031ebbeeca8e0f1e138df,BKA2199,JJKCAD0D7BO767U1R,CHEVROLET,MONZA CLASSIC SE 2 0 /MPFI E EFI 2P E 4P,1993,11622,LEVES,2026-02-13 03:18:38.576762 UTC
37c6a1a1c51a19bdde40ac31c40e7d8e,ICM7729,P6UHN9D38B6YMA8YP,VOLVO,NL 10 340 6X2 2P (DIESEL),1995,74243,PESADOS,2026-02-13 03:18:38.576762 UTC
ba984ab9968b93d9e660f64be5241d50,LKR3032,X5AGM3VPZYHUI2FZR,OUTROS,OMEGA CD 4 1 / 3 0,1997,44410,LEVES,2026-02-13 03:18:38.576762 UTC
a219ab84336ac98b525050ef465a8c1d,BHZ7698,T0896RCSS52L43EAV,FIAT,PALIO ELX 1 3 MPI FIRE 16V 4P,2000,12607,LEVES,2026-02-13 03:18:38.576762 UTC
4a004203f4667444fc57e2124e6c46e6,AIF7985,IW1MPXK9FX8O2K67F,SCANIA,R 124 GA 420 4X2 NZ 2P (DIESEL) / MILLEN,2000,126487,PESADOS,2026-02-13 03:18:38.576762 UTC
b91b8294066b2b786ab82b9a1329eac9,TLB7272,CASXIG0KG6XO26B98,FORD,RANGER XL 4 0 CS,2001,41266,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
aa29419bfabc61e6b6843837c2a1d7dc,FVE6234,SZA9SW7X2BTAMINNZ,HONDA,REB/RODOVIARIA SR FD CG,1995,30000,PESADOS,2026-02-13 03:18:38.576762 UTC
b5e092903f18605729f7c1f4cc716ab3,MJY1421,YDEOE694AOIVM9XOK,CHEVROLET,S10 BLAZER DTI 2 8 4X2 TURBO DIESEL,2001,49447,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
e80ffaa5f19658acca80c1495cd0caa7,IOS4244,USDO5T2IL9VPNEBD3,CHEVROLET,S10 PICK UP LUXE 2 8 4X2 CD TB INT DIES,2001,52264,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
a9fefb19d8318b8c32177fb3286a9e21,FZO5640,L6US7GYVO5LA96J6M,OUTROS,SANTANA EVIDENC 2 0 MI,1997,18968,LEVES,2026-02-13 03:18:38.576762 UTC
18428412aed98e7d6ed0c03569320cf1,YQZ2481,6O12ZKRAHE7CMYD43,FIAT,SIENA STILE/SPORT MTV 1 6 MPI 16V,1997,8673,LEVES,2026-02-13 03:18:38.576762 UTC
10c7095735c97adf96cc5365d3dd894e,KTF5596,QEUQ71XLTHC6CWPL1,RANDON,SR / RANDON,1987,30000,CARRETAS,2026-02-13 03:18:38.576762 UTC
d7b801cb350134aebebb65cd3f643cbe,ZFS6603,3YTW9ARBRFNU2CLGD,GUERRA,SR/GUERRA AG GR,2001,50000,CARRETAS,2026-02-13 03:18:38.576762 UTC
f65abb0941e15f8cebd917e1ea2590e3,AOT4568,NOF27M17JNQYAL7S3,GUERRA,SR/GUERRA AG GR,1993,30000,PESADOS,2026-02-13 03:18:38.576762 UTC
973ad151ce0344d7c771777e6d7ffd68,HQP9778,WI8ATLTQY7I1XBATT,GUERRA,SR/GUERRA AG GR,1998,120000,PESADOS,2026-02-13 03:18:38.576762 UTC
477413896abb35378dbbb140273fb7ed,XDJ1809,SQRFJDSS88G9MW1N3,GUERRA,SR/GUERRA AG GR,1993,30000,PESADOS,2026-02-13 03:18:38.576762 UTC
af879ef7d5ab62b1093d8a1cd6015632,PMB5577,XFJAW7HGS7M0WIU7Y,GUERRA,SR/GUERRA AG GR,1997,25000,PESADOS,2026-02-13 03:18:38.576762 UTC
4bf50a69d989d8510657fa4ea617f7af,JMA9670,3M6KK2H7LBSDX97BN,GUERRA,SR/GUERRA AG GR,2000,50000,PESADOS,2026-02-13 03:18:38.576762 UTC
26747e92ea9ef03d5266ab199b564d61,NQK1348,JW3SPYSDRFBIPMQ6T,GUERRA,SR/GUERRA AG GR,1996,65000,PESADOS,2026-02-13 03:18:38.576762 UTC
857aced8db2a15ee515b01ab54a2d1a3,XEL0577,QX2951SNI1I2IZYJ0,GUERRA,SR/GUERRA AG GR,1997,60000,PESADOS,2026-02-13 03:18:38.576762 UTC
f4c781ad18fa528c20ab4b2037764908,HYT4294,4DC6R4UDWNQMC8NBK,GUERRA,SR/GUERRA AG GR,1990,150000,PESADOS,2026-02-13 03:18:38.576762 UTC
9f14c86b91638bc22c1f1e86eb459c63,ONC1187,M7XMC7F5FAULCOSGI,FIAT,STRADA/ STRADA WORKING 1 5 MPI 8V CS,2001,22069,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
2b726d3b0880ca8fcf73688bcdc8493d,BGX8597,8XC7RKAK6XVLPPIFN,SCANIA,T 112 H 320 4X2 2P (DIESEL),1988,61405,PESADOS,2026-02-13 03:18:38.576762 UTC
43ee831c10c1908b5e6c7d7947e3dda5,KWJ0520,9246HJ7A0QG32QFWO,SCANIA,T 112 HS 320 4X2 2P (DIESEL),1988,82845,PESADOS,2026-02-13 03:18:38.576762 UTC
eeb89ca4df6b401ccc7f47528f425d87,CXH3761,29OSWGMXKWR9E166U,SCANIA,T 112 HS 320 4X2 2P (DIESEL),1989,82785,PESADOS,2026-02-13 03:18:38.576762 UTC
d41ce8a7e2ced5a5204746cf568eb012,CFN6308,NLFT3HZ47R59VYJD5,SCANIA,T 112 HW 320 4X2 2P (DIESEL),1991,62755,PESADOS,2026-02-13 03:18:38.576762 UTC
def33b5bd65a39e0be4c97ca2a0fad65,AWN0188,6N1MHB0A3R7G2DDRQ,SCANIA,T 113 H 320 4X2 2P (DIESEL),1991,62742,PESADOS,2026-02-13 03:18:38.576762 UTC
2cedad422fbe887fbd2cf0c09de58f6d,MGT5553,M4QG7NF31MXCJKG0G,SCANIA,T 113 H 320 4X2 2P (DIESEL),1994,88352,PESADOS,2026-02-13 03:18:38.576762 UTC
05842cb6c4a7a653e581bdd80aca90ab,TMD5959,43QF374GIYRC23NEG,SCANIA,T 113 H 320 4X2 2P (DIESEL),1995,94218,PESADOS,2026-02-13 03:18:38.576762 UTC
c87544eeda6c32dbba8784dc08302b25,HDE6840,LFCV3JKTO68B4VFHS,SCANIA,T 113 H 320 4X2 2P (DIESEL),1997,105374,PESADOS,2026-02-13 03:18:38.576762 UTC
423de0decbc288e6b967a81f6207ef24,GSI3369,1Z9D87FIL2353ZHBC,SCANIA,T 113 H 360 4X2 2P (DIESEL),1996,116927,PESADOS,2026-02-13 03:18:38.576762 UTC
29f41657c67602ad2ca5930a1acb5679,UNN8750,L19WYHSB7UH4FEWOS,SCANIA,T 113 H 360 4X2 2P (DIESEL),1996,113217,PESADOS,2026-02-13 03:18:38.576762 UTC
72d1d633c7618b332cbd8240e7128d84,SEN3729,2R50KF9SFJW080TOX,SCANIA,T 113 H 360 4X2 2P (DIESEL),1996,128472,PESADOS,2026-02-13 03:18:38.576762 UTC
12c8b62a8b7afc5f322befca45744cc3,CMO7856,5J36BSYW668N811E5,SCANIA,T 113 H 360 4X2 2P (DIESEL),1993,89634,PESADOS,2026-02-13 03:18:38.576762 UTC
b3255df0ed95b3ede97b8f0f167f6f3f,LIW2886,VDTWRQNK7ED7J0Q6I,SCANIA,T 113 H 360 4X2 2P (DIESEL),1994,102594,PESADOS,2026-02-13 03:18:38.576762 UTC
b7f38c7daf408bc6dc04f0b26e89df2d,DFD6178,5M2RSF1LVJHQYKH9O,CHEVROLET,VECTRA GL 2 2 MPFI MILENIUM,2000,19992,LEVES,2026-02-13 03:18:38.576762 UTC
7ea0ca2c2c5a83af023def647efad367,JIS3148,DQFFOL6BR7ULEWL76,MERCEDES BENZ,1418 3 EIXOS 2P (DIESEL),1999,131544,PESADOS,2026-02-13 03:18:38.576762 UTC
ff07b83ab33865a8ea1703877aff44de,NSH4286,3LEKTPK3BAKCCWTO4,VOLKSWAGEN,16 300 T 3 EIXOS 2P (DIESEL),1999,76978,PESADOS,2026-02-13 03:18:38.576762 UTC
bf0e3037e4a36db7bb7850347b2606f4,SWF7206,4M4J1JD6VDCDZZ2SQ,CHEVROLET,ASTRA 2 0/ CD/ GLS 2 0 MPFI 16V 3P,1999,14827,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
f6519234dd5f7a1d65e55b41b7e6500d,LRV4432,XSR28SPNENBSZL4CV,FIAT,CARGO 1622 T 3 EIXOS 2P (DIESEL),1999,74588,PESADOS,2026-02-13 03:18:38.576762 UTC
bf2b7fcf142c0336bb513e5d899811be,YZN5431,XGVV95VHU5TYZ4SQ7,CHEVROLET,CORSA SEDAN GLS 1 6 MPFI 4P,1999,12390,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
f2ec8238b3861b8e7312416920628791,JBJ2609,UK7Y6T18JVGZ3TVH9,MERCEDES BENZ,LS 1938 2P (DIESEL),1999,99087,PESADOS,2026-02-13 03:18:38.576762 UTC
5a77b12f378598e4869fb6c2e941e3f5,XOC7139,QB3FDPQQ9ZE06A98G,SCANIA,R 124 GA 360 4X2 NZ 2P (DIESEL) / MILLEN,1999,127621,PESADOS,2026-02-13 03:18:38.576762 UTC
d6aaca5b276e3c0d72131e48ff9efaf6,YOU3671,XXTW9R4AC8SAHOSQG,VOLVO,SR / RECRUSUL SRFM,1999,100000,PESADOS,2026-02-13 03:18:38.576762 UTC
d92d4e338e0defd9aae050215df638ad,YNG1010,U297ECKE22EQQUEQ0,GUERRA,SR/GUERRA AG GR,1999,65000,PESADOS,2026-02-13 03:18:38.576762 UTC
9e212e1851b4f9b3ad87193a445fb94e,MOX5144,QNCHQQKG6B1JJ3AL8,GUERRA,SR/GUERRA AG GR,1999,35000,PESADOS,2026-02-13 03:18:38.576762 UTC
2a5e47e904c9c58fb654ffad555f908d,OMS7303,V3M83JHPFPBIIC4LJ,GUERRA,SR/GUERRA AG GR,1999,50000,PESADOS,2026-02-13 03:18:38.576762 UTC
802589805876243bdacdf1b5edfd794a,QJJ9539,HXMVCB8Q2NEG4NGYX,GUERRA,SR/GUERRA AG GR,1999,50000,PESADOS,2026-02-13 03:18:38.576762 UTC
b270f47bad3f0c4e31ce3365f9a0281b,HEG4947,5PM8ZPQKVFWQOPQGS,SCANIA,T 114 GA 360 4X2 NZ 2P (DIESEL),1999,125150,PESADOS,2026-02-13 03:18:38.576762 UTC
a9b9faa97a757a2200e940818b180f43,ZNK0148,91WRNU4LRGAEG8EL3,SCANIA,T 124 GA 360 6X2 NZ 2P (DIESEL) / MILLEN,1999,125071,PESADOS,2026-02-13 03:18:38.576762 UTC
11fc11d040621d3f8b4791000dc69322,UAO7518,DFA3UHU2VPBUGDRMY,CHEVROLET,ASTRA SEDAN 2 0/CD/ EXPRES GLS 2 0 8V 4P,2002,20592,LEVES,2026-02-13 03:18:38.576762 UTC
82581d0401d8fb522ac1665dafd63813,RUU7667,G4G97IBEDXWG1WO2O,CHEVROLET,CELTA 1 0/ SUPER 1 0 MPFI VHC 8V 5P,2002,12817,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
a37694fb4c94faff8a146d91d1b4ef43,QJW8303,CB80I1QDA68NASVU6,CHEVROLET,CELTA 1 0/SUPER/N PIQ 1 0 MPFI VHC 8V 3P,2002,13089,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
906b0e03508690e31340b919a076a1b4,BML7555,8PFBLBAZSO5OR96YK,CHEVROLET,CELTA 1 0/SUPER/N PIQ 1 0 MPFI VHC 8V 3P,2002,12406,LEVES,2026-02-13 03:18:38.576762 UTC
506e1daef3190577e984a1e2551936ae,IWT6894,PYOGWRUGPQ9BCUZAM,MERCEDES-BENZ,CLASSE A 190 ELEGANCE 1 9 MEC,2002,11286,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
13f5dbde0f6ff38b34be7c3c642c2b39,ELF7906,LL9B0Q7DTE5JQB2ZY,CHEVROLET,CORSA HATCHBACK 1 0 MPFI 8V 71CV 5P,2002,12630,LEVES,2026-02-13 03:18:38.576762 UTC
089d7f527f916d3007ed07ce1d75259b,XCO4365,CP8YWOUMKW9EYPNA0,VOLVO,FH 12 380 GLOBETROTTER 4X2 2P (DIESEL),2002,115954,PESADOS,2026-02-13 03:18:38.576762 UTC
3b58be2288058ba824e7325151651bdc,HUL5293,MD8GNQXAAVZSZ4W00,VOLVO,FH 12 380 GLOBETROTTER 4X2 2P (DIESEL),2002,110268,PESADOS,2026-02-13 03:18:38.576762 UTC
66a8a9ab995aaef9ba62a14673ff42d9,UAW3059,MOHVMGVQG0QP27A58,VOLKSWAGEN,GOLF 1 6 MI TRIP/ SPORT 101CV 8V,2002,25384,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
74b984676efba12f02217255d26d4906,ZKL8891,638ZE4V74DC6O9WE7,MERCEDES-BENZ,SPRINTER 311 FURGÃO LONGO TETO ALTO DIES,2002,39352,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
eaea458f057a1583252388355dd17c85,BAO6961,PE6NC2TC50VJRYF7D,RANDON,SR / RANDON SR FG,2002,60000,PESADOS,2026-02-13 03:18:38.576762 UTC
f9b126a006086033dc3b074dcd5c559f,QJS5963,M46JR7J5LZCD8W009,GUERRA,SR/GUERRA AG GR,2002,80000,PESADOS,2026-02-13 03:18:38.576762 UTC
d70cd812b638ecf6c9e7f22fddcd97e6,XEH9519,6ICCURK7XOJ7XQPV8,GUERRA,SR/GUERRA AG GR,2002,40000,PESADOS,2026-02-13 03:18:38.576762 UTC
3fd89d2f02b9a1eace93baa9a7a36002,ZDX1142,0R5CT6GV10RD88DWC,GUERRA,SR/GUERRA AG GR,2002,40000,PESADOS,2026-02-13 03:18:38.576762 UTC
7327b3f96dd10397d71a32c354e4433e,XBW0837,7V8IJ42E5UMC2D7TE,FIAT,UNO MILLE 1 0 FIRE/ F FLEX/ ECONOMY 4P,2002,12543,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
98afdf9e5f704fbc366dc91e9ac9e12d,KJQ3246,EGS8N57PLV629YTBJ,OUTROS,CLIO SED RT/PRIVIL 1 0/1 0 HI POW 16V 4P,2003,11638,LEVES,2026-02-13 03:18:38.576762 UTC
8bb16d8c0fda97592f1c5a261ab916fc,WBN0726,EGYWTZQFS7DLWH63U,TOYOTA,COROLLA XEI 1 8/1 8 FLEX 16V AUT,2003,32026,LEVES,2026-02-13 03:18:38.576762 UTC
15925b74b51a9b5283331feb9b9e8617,SQF2961,JAV4IF2EOR66XLPR4,VOLKSWAGEN,GOL 1 6 MI POWER TOTAL FLEX 8V 4P,2003,20279,LEVES,2026-02-13 03:18:38.576762 UTC
61cee6dfbc9ea69d3f2a2c42366d3553,GCG3023,BMSHRDATJ6HRBUF8V,MERCEDES BENZ,L 1513,2003,369071,PESADOS,2026-02-13 03:18:38.576762 UTC
e0867eb94ea44c9d5076baf06f6368e4,VFK6690,X8RBCYXXBLL20Z8PN,MERCEDES BENZ,LS 1634 2P (DIESEL),2003,129307,PESADOS,2026-02-13 03:18:38.576762 UTC
18fb276fa65636a38d3291e9bc359444,FZW0332,F6HL7CZ70NZ0SBFGS,MERCEDES BENZ,LS 1938 2P (DIESEL),2003,118763,PESADOS,2026-02-13 03:18:38.576762 UTC
31315dd89598cf1bb5978b52a5e5a3f8,PCB0726,PW8DEM9XKBY0XCHZG,RENAULT,MASTER 2 8 DTI FURGÃO 114CV DIESEL CURTO,2003,39000,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
aa1b844dae56391983a5a1c639e21200,HKV3309,1HLBSA9X8RRIBZT48,SCANIA,R 124 GA 360 4X2 NZ 2P (DIESEL) / MILLEN,2003,147844,PESADOS,2026-02-13 03:18:38.576762 UTC
fa0b7110e45a8e089d1327e2c3615216,SRK6916,ANSD7RJ1X00R37OH9,SCANIA,R 124 GA 400 4X2 NZ 2P (DIESEL),2003,151491,PESADOS,2026-02-13 03:18:38.576762 UTC
b5797ef79934747d370db7c121c327d4,QOP8266,X8LUK4YGRK4WZ9NK9,SCANIA,R 124 LA 400 6X2 NA 2P (DIESEL),2003,154982,PESADOS,2026-02-13 03:18:38.576762 UTC
ae53f530a4848096fe7ebe9c70cfb518,WSI1386,A8QLV7OO0QTPJSPUT,VOLKSWAGEN,SAVEIRO 1 6 MI/ 1 6 MI TOTAL FLEX 8V,2003,31140,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2026-02-13 03:18:38.576762 UTC
