mes_referencia,uf,linha_veiculo,total_contratos,contratos_ativos,contratos_cancelados,valor_total_fipe_protegido
2025-06,SP,MOTOS,1,1,0,427000
2025-06,SP,LEVES,2,1,0,521406
2025-05,,LEVES,1,1,0,46350
2025-05,BA,PESADOS,1,1,0,519000
2025-05,BA,MOTOS,1,1,0,422000
2025-05,CE,LEVES,1,1,0,319000
2025-05,ES,PESADOS,1,1,0,475000
2025-05,GO,PESADOS,1,1,0,35000
2025-05,GO,LEVES,1,1,0,462000
2025-05,MG,LEVES,4,3,1,750387
2025-05,MG,PESADOS,1,1,0,21000
2025-05,MS,LEVES,3,3,0,898000
2025-05,MS,PESADOS,1,1,0,317000
2025-05,MT,LEVES,2,2,0,549000
2025-05,PE,LEVES,1,1,0,560000
2025-05,PE,MOTOS,1,1,0,583000
2025-05,PR,PESADOS,14,14,0,4604503
2025-05,PR,LEVES,17,8,7,1910870
2025-05,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,1,0,29756
2025-05,RJ,MOTOS,1,1,0,229000
2025-05,RO,LEVES,1,0,0,35753
2025-05,RS,LEVES,6,6,0,1721241
2025-05,RS,PESADOS,2,2,0,489000
2025-05,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2,0,1,165716
2025-05,SC,LEVES,4,4,0,680341
2025-05,SC,PESADOS,3,3,0,889000
2025-05,SC,MOTOS,1,1,0,265000
2025-05,SP,LEVES,4,4,0,1283000
2025-05,SP,PESADOS,2,2,0,548155
2025-05,SP,MOTOS,1,1,0,178000
2025-04,BA,LEVES,2,2,0,655000
2025-04,CE,LEVES,1,1,0,519000
2025-04,DF,PESADOS,1,1,0,462000
2025-04,ES,MOTOS,1,1,0,67000
2025-04,GO,LEVES,2,2,0,161000
2025-04,GO,PESADOS,1,1,0,57000
2025-04,MG,PESADOS,2,2,0,948000
2025-04,MG,LEVES,2,2,0,673000
2025-04,MS,LEVES,1,1,0,254000
2025-04,MS,MOTOS,1,1,0,177000
2025-04,MT,LEVES,1,1,0,552000
2025-04,PE,LEVES,1,1,0,430000
2025-04,PR,PESADOS,10,6,3,1906981
2025-04,PR,LEVES,8,5,3,1060128
2025-04,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",5,3,1,648953
2025-04,PR,CARRETAS,1,1,0,30000
2025-04,PR,MOTOS,1,1,0,48000
2025-04,RJ,LEVES,1,1,0,568000
2025-04,RJ,PESADOS,1,1,0,190000
2025-04,RS,LEVES,2,2,0,465464
2025-04,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,1,0,28296
2025-04,RS,PESADOS,1,1,0,141161
2025-04,SC,PESADOS,2,2,0,461813
2025-04,SC,LEVES,1,1,0,299000
2025-04,SP,PESADOS,2,2,0,473000
2025-03,BA,LEVES,2,2,0,787000
2025-03,CE,LEVES,1,1,0,431000
2025-03,ES,LEVES,3,3,0,451000
2025-03,MG,PESADOS,2,2,0,179000
2025-03,MG,LEVES,1,1,0,426000
2025-03,MS,PESADOS,1,1,0,83000
2025-03,MT,PESADOS,1,1,0,252000
2025-03,PE,LEVES,1,1,0,460000
2025-03,PR,LEVES,10,8,2,1679270
2025-03,PR,PESADOS,11,6,4,1688837
2025-03,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",4,3,1,298734
2025-03,PR,MOTOS,1,1,0,328000
2025-03,RJ,PESADOS,3,3,0,562000
2025-03,RJ,LEVES,1,1,0,113000
2025-03,RS,MOTOS,2,2,0,603000
2025-03,RS,LEVES,1,1,0,128000
2025-03,RS,PESADOS,1,0,1,128536
2025-03,SC,PESADOS,4,4,0,1134374
2025-03,SC,LEVES,4,3,0,463613
2025-03,SP,LEVES,2,2,0,690000
2025-03,SP,PESADOS,1,1,0,30000
2025-03,SP,MOTOS,1,1,0,399000
2025-02,BA,LEVES,1,1,0,468000
2025-02,DF,LEVES,1,1,0,299000
2025-02,ES,PESADOS,1,1,0,123000
2025-02,ES,MOTOS,1,1,0,372000
2025-02,GO,LEVES,2,2,0,472922
2025-02,MG,PESADOS,2,2,0,434000
2025-02,MS,PESADOS,1,1,0,414000
2025-02,MS,MOTOS,1,1,0,535000
2025-02,MT,LEVES,3,3,0,879000
2025-02,MT,PESADOS,1,1,0,231000
2025-02,MT,MOTOS,1,1,0,582000
2025-02,PE,LEVES,1,1,0,179000
2025-02,PE,PESADOS,1,1,0,58000
2025-02,PR,PESADOS,9,9,0,1530904
2025-02,PR,LEVES,8,6,2,1407845
2025-02,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,100888
2025-02,RJ,LEVES,1,1,0,425000
2025-02,RJ,MOTOS,1,1,0,451000
2025-02,RJ,PESADOS,1,1,0,390000
2025-02,RO,PESADOS,1,0,1,165000
2025-02,RS,LEVES,3,3,0,403410
2025-02,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,1,0,114294
2025-02,SC,LEVES,2,2,0,460000
2025-02,SC,PESADOS,2,1,1,442006
2025-02,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,39434
2025-02,SP,LEVES,6,5,1,1860526
2025-02,SP,MOTOS,1,1,0,143000
2025-02,SP,PESADOS,1,1,0,145000
2025-01,BA,LEVES,1,1,0,419000
2025-01,CE,PESADOS,1,1,0,52000
2025-01,ES,LEVES,1,1,0,119000
2025-01,GO,LEVES,1,1,0,33000
2025-01,GO,PESADOS,1,1,0,94000
2025-01,MG,LEVES,1,1,0,469000
2025-01,MS,LEVES,1,1,0,466000
2025-01,MT,LEVES,1,1,0,239000
2025-01,MT,PESADOS,1,1,0,552000
2025-01,MT,MOTOS,1,1,0,273000
2025-01,PE,LEVES,2,2,0,1154000
2025-01,PR,LEVES,6,3,3,1120199
2025-01,PR,PESADOS,8,0,8,1635352
2025-01,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",3,0,3,142930
2025-01,RJ,PESADOS,2,2,0,630000
2025-01,RJ,LEVES,1,1,0,371000
2025-01,RS,LEVES,2,2,0,575000
2025-01,RS,PESADOS,1,0,1,456916
2025-01,SC,LEVES,5,5,0,1289920
2025-01,SC,PESADOS,3,3,0,944000
2025-01,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,0,55134
2025-01,SP,LEVES,3,3,0,411000
2025-01,SP,MOTOS,1,1,0,58000
2024-12,BA,LEVES,2,2,0,745000
2024-12,BA,MOTOS,1,1,0,151000
2024-12,BA,PESADOS,1,1,0,441000
2024-12,ES,PESADOS,2,2,0,1143000
2024-12,ES,LEVES,1,1,0,237000
2024-12,GO,LEVES,2,2,0,523000
2024-12,GO,MOTOS,2,2,0,695000
2024-12,MG,PESADOS,1,1,0,510000
2024-12,MG,LEVES,1,1,0,582000
2024-12,MG,MOTOS,1,1,0,61000
2024-12,MS,LEVES,1,1,0,128000
2024-12,MT,LEVES,3,2,1,949376
2024-12,PR,PESADOS,8,2,6,1895893
2024-12,PR,MOTOS,1,1,0,469000
2024-12,PR,LEVES,3,0,3,173871
2024-12,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",3,0,3,296062
2024-12,RS,MOTOS,1,1,0,157000
2024-12,RS,PESADOS,1,1,0,55000
2024-12,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,106512
2024-12,RS,LEVES,2,0,2,77193
2024-12,SC,LEVES,5,4,1,1714016
2024-12,SC,MOTOS,1,1,0,186000
2024-12,SP,LEVES,5,5,0,1943000
2024-12,SP,PESADOS,2,2,0,546000
2024-12,SP,MOTOS,2,2,0,570000
2024-11,BA,PESADOS,1,1,0,215000
2024-11,BA,LEVES,1,1,0,255000
2024-11,ES,PESADOS,1,1,0,596000
2024-11,ES,MOTOS,1,1,0,283000
2024-11,ES,LEVES,1,1,0,321000
2024-11,MG,LEVES,3,3,0,801000
2024-11,MS,PESADOS,2,2,0,767000
2024-11,MS,LEVES,1,1,0,397000
2024-11,MT,LEVES,3,3,0,488000
2024-11,MT,PESADOS,1,1,0,352000
2024-11,PE,PESADOS,1,1,0,274000
2024-11,PR,PESADOS,6,3,3,1614393
2024-11,PR,LEVES,5,2,3,793122
2024-11,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",3,0,3,225831
2024-11,RJ,MOTOS,2,2,0,643000
2024-11,RJ,LEVES,1,1,0,357000
2024-11,RJ,PESADOS,1,1,0,313000
2024-11,RS,LEVES,4,2,2,267109
2024-11,RS,PESADOS,1,1,0,509000
2024-11,RS,MOTOS,1,1,0,347000
2024-11,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,33369
2024-11,SC,LEVES,3,3,0,828000
2024-11,SC,MOTOS,1,1,0,70000
2024-11,SC,PESADOS,1,1,0,370000
2024-11,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,37338
2024-11,SP,MOTOS,3,3,0,999000
2024-11,SP,LEVES,2,2,0,1019000
2024-11,SP,PESADOS,1,1,0,422000
2024-10,BA,LEVES,1,1,0,563000
2024-10,CE,LEVES,1,1,0,363000
2024-10,ES,LEVES,1,1,0,80000
2024-10,GO,LEVES,1,1,0,196000
2024-10,MG,PESADOS,2,2,0,1025000
2024-10,MG,LEVES,2,2,0,645000
2024-10,MS,PESADOS,1,1,0,127000
2024-10,MS,LEVES,1,1,0,475000
2024-10,MT,LEVES,1,1,0,189000
2024-10,PR,PESADOS,22,2,18,7795905
2024-10,PR,LEVES,5,1,4,371024
2024-10,PR,MOTOS,1,1,0,500000
2024-10,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",7,0,7,506875
2024-10,RS,PESADOS,6,1,5,2516626
2024-10,RS,LEVES,2,0,2,62736
2024-10,SC,PESADOS,2,2,0,966000
2024-10,SC,MOTOS,1,1,0,119000
2024-10,SC,LEVES,1,0,1,16823
2024-10,SP,MOTOS,2,2,0,1003000
2024-10,SP,PESADOS,3,1,2,807851
2024-10,SP,LEVES,1,1,0,175000
2024-10,SP,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,40505
2024-09,BA,LEVES,1,1,0,528000
2024-09,CE,LEVES,1,1,0,431000
2024-09,ES,LEVES,1,1,0,596000
2024-09,GO,LEVES,5,5,0,1250000
2024-09,GO,MOTOS,2,2,0,406000
2024-09,GO,PESADOS,1,1,0,88000
2024-09,MG,LEVES,2,2,0,416000
2024-09,MS,LEVES,2,2,0,458000
2024-09,MS,MOTOS,2,2,0,627000
2024-09,MT,LEVES,1,1,0,383000
2024-09,PE,PESADOS,1,1,0,422000
2024-09,PR,LEVES,5,2,3,831674
2024-09,PR,PESADOS,24,1,11,7039083
2024-09,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",5,0,5,329481
2024-09,RS,LEVES,1,1,0,266000
2024-09,RS,PESADOS,4,0,1,1448223
2024-09,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,39971
2024-09,SC,MOTOS,2,2,0,834000
2024-09,SC,LEVES,3,2,1,563992
2024-09,SC,PESADOS,5,0,2,1832683
2024-09,SP,LEVES,3,3,0,892000
2024-09,SP,MOTOS,1,1,0,320000
2024-09,SP,PESADOS,1,0,1,122500
2024-08,ES,LEVES,1,1,0,428000
2024-08,ES,MOTOS,1,1,0,380000
2024-08,GO,LEVES,1,1,0,260000
2024-08,MG,LEVES,3,3,0,991000
2024-08,MS,LEVES,1,1,0,57000
2024-08,MS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,110229
2024-08,MT,PESADOS,1,1,0,143000
2024-08,PE,PESADOS,1,1,0,558000
2024-08,PR,PESADOS,5,2,3,1442879
2024-08,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",10,0,9,521931
2024-08,PR,LEVES,1,0,1,20279
2024-08,RJ,LEVES,2,2,0,813000
2024-08,RO,PESADOS,1,0,1,424522
2024-08,RS,LEVES,3,3,0,666000
2024-08,RS,PESADOS,2,0,2,737903
2024-08,RS,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",2,0,2,110904
2024-08,SC,MOTOS,4,4,0,1514000
2024-08,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",4,0,4,251652
2024-08,SC,PESADOS,1,0,1,243256
2024-08,SP,LEVES,2,2,0,833000
2024-08,SP,PESADOS,1,0,1,198113
2024-07,BA,MOTOS,1,1,0,454000
2024-07,BA,PESADOS,1,1,0,545000
2024-07,ES,LEVES,1,1,0,195000
2024-07,GO,LEVES,2,2,0,560000
2024-07,GO,MOTOS,1,1,0,72000
2024-07,GO,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,23585
2024-07,MG,PESADOS,4,3,1,1393000
2024-07,MG,LEVES,1,1,0,339000
2024-07,MS,LEVES,2,2,0,735000
2024-07,MS,PESADOS,1,1,0,366000
2024-07,MT,LEVES,2,2,0,836000
2024-07,PE,LEVES,1,1,0,327000
2024-07,PR,LEVES,9,6,3,2940659
2024-07,PR,PESADOS,17,4,13,3145028
2024-07,PR,MOTOS,1,1,0,382000
2024-07,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",13,0,13,612908
2024-07,RJ,PESADOS,1,1,0,433000
2024-07,RJ,MOTOS,1,1,0,80000
2024-07,RS,PESADOS,2,2,0,330000
2024-07,RS,LEVES,1,1,0,534000
2024-07,SC,LEVES,3,3,0,804000
2024-07,SC,PESADOS,4,2,2,1367992
2024-07,SC,MOTOS,1,1,0,207000
2024-07,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",3,0,3,221304
2024-07,SP,LEVES,5,5,0,1491000
2024-07,SP,MOTOS,1,1,0,530000
2024-07,SP,PESADOS,1,1,0,148000
2024-06,,PESADOS,1,0,1,250000
2024-06,BA,MOTOS,2,2,0,638000
2024-06,ES,LEVES,2,2,0,509000
2024-06,ES,PESADOS,1,1,0,282000
2024-06,MT,LEVES,2,2,0,298000
2024-06,PE,LEVES,2,2,0,846000
2024-06,PE,MOTOS,1,1,0,285000
2024-06,PR,LEVES,4,3,1,1240821
2024-06,PR,PESADOS,20,1,19,3950434
2024-06,PR,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",17,0,17,1007200
2024-06,RJ,LEVES,5,5,0,1782000
2024-06,RJ,PESADOS,2,2,0,944000
2024-06,RJ,MOTOS,1,1,0,360000
2024-06,RS,LEVES,3,3,0,414000
2024-06,RS,PESADOS,1,0,1,40000
2024-06,SC,MOTOS,1,1,0,406000
2024-06,SC,PESADOS,5,1,4,1184566
2024-06,SC,LEVES,1,0,1,23155
2024-06,SC,"VANS, PICK-UPS, FURGÕES, SUV'S, UTILITÁRIOS CAMINHONETES E CAMINHÕES ATÉ 4T",1,0,1,40483
2024-06,SP,MOTOS,2,2,0,949000
2024-06,SP,PESADOS,2,0,2,311065
