id_instalacao,id_associado,id_veiculo,id_dispositivo,id_instalador,data_contrato,status_contrato,valor_instalacao,data_envio,data_entrega,status_envio,status_instalacao,termo_assinado,cidade_entrega,uf_entrega,ingested_at
b4467fb29fe09942991ff96b295f99d6,731ef0357a49935574a5f05971bb4daa,5288d0711ebb3b07d4fac57720b8e4aa,f08554057961b68855c57c2b1d4c2d61,999bf50e2663cd0fc2402477942a3d21,2025-10-24,ATIVO,0,,,,INSTALADO,SIM,São Paulo,SP,2026-02-05 01:54:33.557723 UTC
78f54fa303a19528bbb0fb774d5d0031,0db91e6623c59cb5d52a3e0a54d74e47,58678d7096297a3fefe904e58e6f17cd,546270c9f2aad430eefc83af5555c7dd,999bf50e2663cd0fc2402477942a3d21,2025-10-24,ATIVO,0,,,,INSTALADO,SIM,São Paulo,SP,2026-02-05 01:54:33.557723 UTC
dd3eea238e4b0d9f1d9123e32143bec4,0c4a248a45b6e758d068f8c46352e3f7,d8e8b1b505edf9baef5a992d415a268d,91c7ac02ec75a82eccbed618b4c24808,a6345b2ff3cc82e70d0d36b947fa27f2,2025-09-15,ATIVO,110,,,,INSTALADO,SIM,Curitiba,PR,2026-02-05 01:54:33.557723 UTC
a24c5fdbaee71784ce74747e21fb57a0,2ee97c5e8932990361539a9b56b5aa9c,c4d1aa9b8bed9493a349e05012d561d5,0c2e7a55eb83629cdade1b83fc864ac8,a6345b2ff3cc82e70d0d36b947fa27f2,2025-05-12,ATIVO,110,,,,INSTALADO,SIM,Curitiba,PR,2026-02-05 01:54:33.557723 UTC
34d335c143bdd90f5cb5f0a76bd3bb67,dd25e401a6ad9059fa4405ee5327e7fb,488c4c7087e44ea5a7adcdd44841dfa0,940c0dc51e97f7804ef5701d4c85333c,a6345b2ff3cc82e70d0d36b947fa27f2,2025-08-14,ATIVO,110,,,,INSTALADO,SIM,Curitiba,PR,2026-02-05 01:54:33.557723 UTC
81cd11f16a4666219b22711fae8a8ac9,40bb6b0fdc33248530ee9b785d704732,48f657c38f38c2a6021c5c9985336f2f,e4d1e3a66ad4e8930af1420cf1656f06,a6345b2ff3cc82e70d0d36b947fa27f2,2025-09-11,ATIVO,160,,,,JÁ POSSUI,,Curitiba,PR,2026-02-05 01:54:33.557723 UTC
828d58bf311eb378c24199c54cc67a77,5b8240c4b19429fe92653611c01ff08e,49efbb30a11de7d11021bb4d11643339,592886c67e4f9a9e9f607555c4a7e13c,c82ecef7da68b188d806cac7e427f607,2025-09-10,ATIVO,65,,,,JÁ POSSUI,,Clevelândia,PR,2026-02-05 01:54:33.557723 UTC
6ab45222c43e4756bdbf4a1416623fc0,904866a38f171b5ab7da6c26695d8894,d57edc772e081208d74d69bf3b186037,,e0401d4e1b60593b09cd1387be23784a,2025-05-07,ATIVO,90,,,,JÁ POSSUI,,Pinhalão,PR,2026-02-05 01:54:33.557723 UTC
471c5b586a207d5b84e9b1d9fc8856a6,80210570e42cf300418994c15bc03f6b,7a4af8d6093ed58f35c16b7507335fc4,,e0401d4e1b60593b09cd1387be23784a,2025-03-17,ATIVO,90,,,,JÁ POSSUI,,Pinhalão,PR,2026-02-05 01:54:33.557723 UTC
4f9d1f85ccbe371b46486d5b279f3b5e,6225a9b85d09cd6a012718ec2f84b6b3,af99b9515b7d95f0333ded8cf664b850,,e0401d4e1b60593b09cd1387be23784a,2025-08-25,ATIVO,90,,,,JÁ POSSUI,,Pinhalão,PR,2026-02-05 01:54:33.557723 UTC
9c86be3a4264defd9e42958c5b43c53f,46a34048f16f491928441985d4d52da6,251ca5b74c5d44ced30e12c9b6498153,,e0401d4e1b60593b09cd1387be23784a,2025-05-07,ATIVO,90,,,,JÁ POSSUI,,Pinhalão,PR,2026-02-05 01:54:33.557723 UTC
8d0c3e6cde7b94d148e14883bf85409c,782a23307f61acd555d6dfc9a963b57f,a1e2a319296006229fa47ab662495d1d,,f8fc6ec22f430766eabb1cdde0284d42,2025-05-16,ATIVO,100,,,,JÁ POSSUI,,São Paulo,SP,2026-02-05 01:54:33.557723 UTC
098a852ce926eb5cf23fac0fd14e4d73,de1c9a00ede8247271c7742915061f67,b45fc99209990a9aea603fd85b8b5bf0,95448622ff1bdb3278a8cf549993df29,083a8cde588b753d0645fc0b62431636,2025-05-16,INATIVO,90,,,DEVOLVIDO,REMOVIDO,,Sarandi,PR,2026-02-05 01:54:33.557723 UTC
001fce583b3ee12e5c9955575cf98033,7a98704e1ca9276f1448e4d034ddfa7f,e81e823de7fb5976e348cb14e754ac10,eef3df2483eb988b231670367445dff6,083a8cde588b753d0645fc0b62431636,2025-04-25,INATIVO,90,,,DEVOLVIDO,REMOVIDO,SIM,Sarandi,PR,2026-02-05 01:54:33.557723 UTC
13a1d2e6e44ab04b6e36ba9bf7d4d88d,0b248d0d4b577b55036beec7b095c1d1,612a3052d37eb4e305a98154c04e5635,dda6d13035abd1be16bba28c10d06f9e,74a01264abdedd962743c143309dc010,2025-02-20,ATIVO,150,,,DEVOLVIDO,REMOVIDO,SIM,Cascavel,PR,2026-02-05 01:54:33.557723 UTC
19720d1e6628882d6006544c87da2d51,189299b7753379b1a2da3a6398be1301,7d8d82944bfd4675b71a8309bd0a44ee,856deb77db872589bc0c6b8fb8965d12,74a01264abdedd962743c143309dc010,2025-08-15,SUSPENSO TEMPORARIAMENTE,150,,,DEVOLVIDO,REMOVIDO,SIM,Cascavel,PR,2026-02-05 01:54:33.557723 UTC
8a81a97a6dda358963cdd94736bf8648,c77d8a70866b1a12c9a45062f59c0bc5,b8aa5423c44cf9a47db925a113aeb7e1,28e8ccd496dff58a6c9cbc3123b080e4,74a01264abdedd962743c143309dc010,2025-08-13,INATIVO,150,,,DEVOLVIDO,REMOVIDO,SIM,Cascavel,PR,2026-02-05 01:54:33.557723 UTC
867ced4271b86c56bc42c76c5a513899,61ba7d7b919e260802c6c9e13c11fc10,ce9913b870b8b8f3c716f45a0082018a,2b2a58711cbb675eca97717255c08495,041db88769f89ec570b49d3600d23fbd,2024-02-23,INATIVO,100,2024-03-02,2024-03-17,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
48855d041f0f15438d56d5618b064a52,bf557715bbd8660b97e5a8bd67d64fd7,24a5a2c7442b18d000a9d7ea86667f59,de74624ba64130184e03b85a4bb276a0,041db88769f89ec570b49d3600d23fbd,2024-07-10,INATIVO,100,2024-07-19,2024-08-01,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
976990f9c0b82db0420bf9b56a2a2f4d,94af035c95db79fea5c2ab70a73079f5,b8975ae80ffc25014d59adc9bb005db3,604ee165347328cf9ebcb89a7715cbda,041db88769f89ec570b49d3600d23fbd,2024-09-26,INATIVO,100,2024-10-03,2024-10-11,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
f041337e4d1b1df7cc110e7a72237039,7dd73e32b808c9d5e11abfdf2cb75557,703a1f3277994cf00ee6edcb358d3a45,89d38f16d3dd0843691e329129174b51,041db88769f89ec570b49d3600d23fbd,2024-10-31,INATIVO,100,2024-11-03,2024-11-11,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
e2e63d77f0091510d7616f8c6855aa6b,84e2d8d0afd7ab832843ab262d4eb93c,057102a2a56e20001136c0b6d83003b7,9c6a9709916aa6a417314fe36402b389,041db88769f89ec570b49d3600d23fbd,2023-10-30,INATIVO,100,2023-11-06,2023-11-08,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
dcdafbb5f0d81dea759257f7fe9583c1,5d0576789567eb4847a0da547cc95819,a9fefb19d8318b8c32177fb3286a9e21,82105d4b249baf97963d0c0dbaf1df87,041db88769f89ec570b49d3600d23fbd,2024-12-18,INATIVO,100,2024-12-22,2025-01-05,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
748a995eb42d589f68146b81dcc321a5,ae6f6707ade2dc607a410206ff904941,4bf50a69d989d8510657fa4ea617f7af,29dae3ec3ca7bb11b1a2d5fe1ef6c838,041db88769f89ec570b49d3600d23fbd,2024-05-05,INATIVO,100,2024-05-14,2024-05-16,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
10e2b7f5794c291beef6b2b93fcd5cc4,37c69b3a4f965810a0e36531a260ae26,71d14edc4e0e172b69ec2ae027b55430,ab29ae27bb24ce96e79fd6c22e2322af,041db88769f89ec570b49d3600d23fbd,2024-11-28,INATIVO,100,2024-12-04,2024-12-12,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
f85b40adf46c54e3282c9cef99a3f92c,38dfe52a94ba669f7707c751c0d6c8dc,c4461a5439bdf94cc489fe3172766e9a,4c0d6d0295061df8f6c58e2179df8704,041db88769f89ec570b49d3600d23fbd,2025-10-10,INATIVO,100,2025-10-15,2025-10-30,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
6755e64cf6e96d4204876714c5d4f5eb,5a1ca9f9295c0811ec2faf911b40ad58,86c3e7b1acdedc25a1a1ee690fc2f8b6,ae9c42d9cbf0c9f32292b63f4e83de30,041db88769f89ec570b49d3600d23fbd,2021-11-20,INATIVO,100,2021-11-25,2021-11-29,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
288d3838ece711c89fed7de370792b7b,970cc756b4dd2d90b95a39f1104502d4,3aa98838c1701fa024d5f949b9df8248,23e011a95d25bd63e3a457668f9718d0,041db88769f89ec570b49d3600d23fbd,2025-03-12,ATIVO,100,2025-08-28,2025-09-04,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
826a20ed694d2da7e1f44e0e59170aba,6e83a72a003cdf6ab7ea2305012274ca,b0f7611c5bbe569c164d54952b63e62d,c6aa74dc9d7697d9c3eb37b0927b3044,041db88769f89ec570b49d3600d23fbd,2025-10-02,ATIVO,100,2025-10-11,2025-10-22,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
638b1255af287b7b3cee9971e7c126bb,fa8c840779e573312324406ac487f03c,ca896734f4741daf61ccd8d3abc194bb,4ceb6122693ac9cd1c6871c64943c0db,041db88769f89ec570b49d3600d23fbd,2025-12-16,ATIVO,100,2025-12-18,2025-12-22,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
c04bf5cdd5a7e8ad5b0c8a31f04f66e1,76ade0b5272f2cc9d980f6c8e5516473,f8d90668dad62d072339561ec5730225,bd80e54a4326831aa52d395ac50268a8,041db88769f89ec570b49d3600d23fbd,2024-11-21,INATIVO,100,2024-11-28,2024-12-04,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
e8de68a51ee6c18d5586a42e9089ceaf,818acf75b9a9a92e50c70d485a9e867f,676c4e6709d2da12b594e4f8ad5117f0,f769fabd1ca4cb799b52a6d02a6e3ecc,041db88769f89ec570b49d3600d23fbd,2025-05-09,ATIVO,100,2025-05-13,2025-05-25,ENTREGUE,PENDENTE,NÃO,Cambé,PR,2026-02-05 01:54:33.557723 UTC
4c9d7671529f23460322b48f5aa2fc65,e8afa048d3acd21954e1b3bca3acc3aa,7f2a7200e5dd14351186c137bf43df07,25969ff26a987c9a3f812dd50fa4719c,041db88769f89ec570b49d3600d23fbd,2024-06-20,INATIVO,100,2024-06-23,2024-07-01,ENTREGUE,INSTALADO,NÃO,Cambé,PR,2026-02-05 01:54:33.557723 UTC
5a036507370b5867063be12810c0c507,bcd4c526493776bcb0951ea5b4abda5b,071415fe471df0cc961a27d5204ab628,17863396444bb1f7b32ccdb80ae018c8,041db88769f89ec570b49d3600d23fbd,2024-06-28,INATIVO,100,2024-07-01,2024-07-13,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
c74cab950eb633e43ebcc6119a2f8e5a,ed0f4ce41106937752dfb82bed071afa,b3255df0ed95b3ede97b8f0f167f6f3f,0be47d8c0044fe706ca6abc30f6b11f0,041db88769f89ec570b49d3600d23fbd,2024-03-20,INATIVO,100,2024-03-22,2024-03-31,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
7e195c672461fb73fe26f50fa7d129bb,f8206f0cb8e1063744274e74a9069c40,862083e87db4af278af498d77850ec29,384bbb682c6b714eede0b15cce36a7da,041db88769f89ec570b49d3600d23fbd,2023-10-31,INATIVO,100,2023-11-07,2023-11-17,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
235f5d7eb7501450eac726eb267ba3c9,4569fbd92e12eb3746a249f0eff1c470,c347be1374efb0ed7a0f6799c85cec65,5538aa5e3a79771bbdab30453c6d8384,041db88769f89ec570b49d3600d23fbd,2025-02-28,ATIVO,100,2025-03-07,2025-03-11,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
a7233c16db8722195c97333f758edb80,9ff70f85b290594f802c2f3d5e6a05b6,d9e9958da19ca63ce89e92ff9a882d76,9d15f4d4ae5905348fddc17b914a98ad,041db88769f89ec570b49d3600d23fbd,2025-03-26,ATIVO,100,2025-03-27,2025-04-07,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
d2ea9620e34e66cfa5952128dbdbb2f3,ae7ade4d536f37043992480f2a78a85a,b7f38c7daf408bc6dc04f0b26e89df2d,2625a7f39525f257dd9e2aa17318bd88,041db88769f89ec570b49d3600d23fbd,2025-08-14,INATIVO,100,2025-08-18,2025-09-01,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
184627acdfe5953b40f850a8bb8b4ce9,03ce7e4c99fd55d8525183ac0916ec1f,c73b61ba2e5fd76c147585ca44bcb2f2,edcc1765dce6a09c00cb652855c5231f,041db88769f89ec570b49d3600d23fbd,2025-08-22,INADIMPLENTE,100,2025-08-25,2025-09-01,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
d802eb53d6afb724f872371284ef6a53,dd6ee00966ea18e73b2137c24bbf1990,ace9227797e5e640e3951f2c58b5abb3,84fdec3dddff025102195a9432dc955d,041db88769f89ec570b49d3600d23fbd,2025-11-10,ATIVO IRREGULAR,100,2025-11-14,2025-11-21,ENTREGUE,PENDENTE,NÃO,Cambé,PR,2026-02-05 01:54:33.557723 UTC
da99dfabbb89b714bfe11dd77b30a7ca,fb0a8f0e85a4ed3756f0061afe27a4c2,85ceeccd8f06f2434bb0234d70e5936e,2544a316b542d6fdca99eb0d4051186b,041db88769f89ec570b49d3600d23fbd,2024-07-30,INATIVO,100,2024-08-09,2024-08-17,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
68ebf588f9dd338cce804b4f140ae53b,5c58abc2d8e1fef8200ffd1b2552d850,78781dfd0be6a4593aa6fa8d49306aa7,3b266b9565fd5ffb19560765f0176d35,041db88769f89ec570b49d3600d23fbd,2023-10-31,INATIVO,100,2023-11-10,2023-11-18,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
36d5d4b75df2039e7d8f678819147d97,90bd21bdcabd597125cb5bbb7832c10f,e0867eb94ea44c9d5076baf06f6368e4,e1c401335f24667116bc84cbdf739105,041db88769f89ec570b49d3600d23fbd,2024-03-25,INATIVO,100,2024-04-03,2024-04-09,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
c2a39a2c747daaa367d0f6620e3d1706,4c7aec73df47487b0a62252923cbaf3e,381be428b4de1a70ac98af5142195264,ea631868acfc89b5bba5e487683769ea,041db88769f89ec570b49d3600d23fbd,2025-06-20,ATIVO,100,2025-08-14,2025-08-24,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
c8ebe897113fb02b8c10e11ff3c829de,1c1d4bbd6d8d5fafacb8e26d754dbbdd,5c2ee877da517a7de64daa45185b52a6,3ec5d955d3a41ba65bf54d7377a718ca,041db88769f89ec570b49d3600d23fbd,2025-02-14,INATIVO,100,2025-02-17,2025-02-21,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
b7e05a9bbfd61afe4c651b3bbbea9233,f56aa09e1eed862f89f245570f0927d6,1cf533bd869ab7e8434ff3aeca50290c,715edcaac82ad985de3a86809e971ed4,041db88769f89ec570b49d3600d23fbd,2025-08-23,INADIMPLENTE,100,2025-08-26,2025-09-05,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
a24f9df18e3865da5550cc7e53f03fbe,6c1e92e658709484e75bdae47a2b8e8d,d949b1e4238b2c76b408e36d2b16f89f,a0f6a73546b94266bcae0a42a2ee8012,041db88769f89ec570b49d3600d23fbd,2023-09-09,INATIVO,100,2023-09-18,2023-10-01,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
9db2ddd547a850485dea32f20e5e18d6,80aaf2e1222e349c84abc4449f149818,56e46065fea72e766873e515102ca323,ae799e297c2051b5f88a8c2e55a7faa5,041db88769f89ec570b49d3600d23fbd,2024-06-26,INATIVO,100,2024-07-01,2024-07-05,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
cc1d40e1acbe0381d0eb04e5ea771e80,4ac044539c3c438098fc2aaea41c3a77,f2da933df4117df0d6a7f0718c4f8091,4fed902d14c4140504a1e73c63ca5ee9,041db88769f89ec570b49d3600d23fbd,2021-11-11,INATIVO,100,2021-11-12,2021-11-18,ENTREGUE,PENDENTE,NÃO,Cambé,PR,2026-02-05 01:54:33.557723 UTC
0946179482de1bcd7623512ae036ba28,d35265116d7f60a6173c30c8a501989c,58aa57c87b3e6b25bd76c913d478cbff,e28703b75bd81328970ea577ecf29e2a,041db88769f89ec570b49d3600d23fbd,2022-10-13,INATIVO,100,2022-10-23,2022-10-26,ENTREGUE,PENDENTE,NÃO,Cambé,PR,2026-02-05 01:54:33.557723 UTC
d1c9da9bbe41a1667d3d5f7addc3f847,32673d0f98b8e2c74a9c5fd0bd445f45,10c7095735c97adf96cc5365d3dd894e,c01a65baee9ceda61a16143e8df43443,041db88769f89ec570b49d3600d23fbd,2025-04-04,ATIVO,100,2025-04-11,2025-04-15,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
71a2fe508f87ffbab92ae18a0c0219e0,6cb0c2bd3b6a9e38b242e86e2e3ef841,caf9ce3705ae1b47cc8905f67fad1984,5a8cf3f3c5ed28141929ccf21f664563,041db88769f89ec570b49d3600d23fbd,2024-01-25,INATIVO,100,2024-01-26,2024-02-07,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
75bf88b3881bce7ab085449458372db5,19bc68b42015286d709abc8607606cda,cd6336249b90bd61de55ce8aaf4249eb,32463da075be869b17244dd8cdebcc70,041db88769f89ec570b49d3600d23fbd,2024-07-09,INATIVO,100,2024-07-11,2024-07-15,ENTREGUE,INSTALADO,NÃO,Cambé,PR,2026-02-05 01:54:33.557723 UTC
9a2df2c0854ef61c71085b4acbe20850,d76c809dd0db80c85351f8d73e4dd249,77b17dd09dc53ef08f0f6f6d781ac9ad,8d7b3f11f6ef59816d1607c37112eb14,041db88769f89ec570b49d3600d23fbd,2024-09-01,SUSPENSO TEMPORARIAMENTE,100,2024-09-05,2024-09-11,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
89091c4b86476965eeac3f7aac3ac093,fcff6fa144d8a41a55579eca8e00b6df,cd974bef7507a3186ecd2176301534e8,dab8fbc3e18787e89bc552007eeec061,041db88769f89ec570b49d3600d23fbd,2024-07-05,INATIVO,100,2024-07-15,2024-07-24,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
810056958fc23521eb794bc09744f3a3,d47911b1830ea3fc4ab7c8084a6bdebd,1a1e50ee6bf64a4fcd513fa7ec286142,04bff5d9cf4b591882f902093042b8a9,041db88769f89ec570b49d3600d23fbd,2024-08-21,INATIVO,100,2024-08-29,2024-09-02,ENTREGUE,INSTALADO,SIM,Cambé,PR,2026-02-05 01:54:33.557723 UTC
f9c7b81176a7ed91521f96a2383fa462,0bff3a6cbb196cee565685427365e51c,d8ac51906827e3bf5d5faa2999810739,55287d22606dd04a7dfedff476adc17c,04ad54acc4827da82411fcf300b3546c,2024-12-28,ATIVO,70,2025-01-05,2025-01-16,ENTREGUE,PENDENTE,NÃO,Imbaú,PR,2026-02-11 17:38:18.014461 UTC
8dacb3678dd6bfb3e578cbc13e63ffd1,b0a14ac5d621c91834cd5f58e6f99726,ed1b2d7a422d81b652a14bd5ee650f14,c1ea84d0f93cd58cfc2d1899f00ab677,04ad54acc4827da82411fcf300b3546c,2024-07-09,ATIVO,70,2024-07-10,2024-07-23,ENTREGUE,INSTALADO,SIM,Imbaú,PR,2026-02-11 17:38:18.038601 UTC
aad2d77d787e46c6b671a30751aedfec,ef6952a3640a3eef6662d09a73e53233,3a8d2081aa1a71491dbcb571e8690ad9,88b1c732da27ca391ee7c357decd0acf,04ad54acc4827da82411fcf300b3546c,2025-04-29,ATIVO,70,2025-05-02,2025-05-09,ENTREGUE,INSTALADO,SIM,Imbaú,PR,2026-02-05 01:54:33.557723 UTC
2c5efae4b8de47bdeb559a30a95dd2c8,933880b92e8749c2fbc16ce160b9469b,b404f4f1d4499f6d6c4128fffd46ba48,d10701ac9ab633e4f9a136ffb42a74be,04ad54acc4827da82411fcf300b3546c,2025-05-06,ATIVO,70,2025-05-08,2025-05-11,ENTREGUE,INSTALADO,SIM,Imbaú,PR,2026-02-11 17:38:17.982144 UTC
4e0b3d2a5a924c1951d5c0ff29dcedee,9c0a9c6214a49463bc0c4ea235aa06e2,50589c13921d17a55c4611c1ef6248d4,1dbca53e9654d68199400dc21751c7d5,04ad54acc4827da82411fcf300b3546c,2024-09-01,SUSPENSO TEMPORARIAMENTE,70,2024-09-06,2024-09-20,ENTREGUE,INSTALADO,SIM,Imbaú,PR,2026-02-05 01:54:33.557723 UTC
3d7cf310b4a30ebd8d8779963f02567f,a942aafac0e9c5b2da03d93b3432c644,57b9c7b0dd42f32705f7cee4a874dcdf,216352beb665dc5f33a90844aff529d3,04ad54acc4827da82411fcf300b3546c,2025-07-20,ATIVO,70,2025-07-21,2025-07-30,ENTREGUE,INSTALADO,SIM,Imbaú,PR,2026-02-05 01:54:33.557723 UTC
