id_dispositivo,imei,empresa,data_primeira_aparicao,processed_at
ec353387565ece0abb298d1d7684a00a,432386430,AZIMUTE,2026-02-12 17:54:18.916396 UTC,2026-02-12 20:03:19.110299 UTC
54273dea7480d7e9e095f480163bb667,842233850,AZIMUTE,2026-02-11 17:38:17.984417 UTC,2026-02-12 20:03:19.110299 UTC
ab398bf6a90c4342282f2711ffd584fa,798976920,AZIMUTE,2026-02-12 17:54:18.958997 UTC,2026-02-12 20:03:19.110299 UTC
1c0ed65b4817bf452a8125c93129cd82,290185470,AZIMUTE,2026-02-11 17:38:17.992019 UTC,2026-02-12 20:03:19.110299 UTC
4fed902d14c4140504a1e73c63ca5ee9,721385210,AZIMUTE,2026-02-12 17:54:19.048822 UTC,2026-02-12 20:03:19.110299 UTC
b323f3dc168678c3cd03c9dbd7c71628,721966190,AZIMUTE,2026-02-11 17:35:21.322688 UTC,2026-02-12 20:03:19.110299 UTC
21df13f7ee738afcd350d5a6137583a4,684843920,AZIMUTE,2026-02-11 17:38:18.037238 UTC,2026-02-12 20:03:19.110299 UTC
1aa5cc07202cd2911288c918ad88d806,935790450,AZIMUTE,2026-02-11 17:35:21.311935 UTC,2026-02-12 20:03:19.110299 UTC
3a06aa91012a0c5d07d24683b619c784,901228810,AZIMUTE,2026-02-11 17:38:18.022609 UTC,2026-02-12 20:03:19.110299 UTC
e1c401335f24667116bc84cbdf739105,398950730,AZIMUTE,2026-02-12 17:54:18.924244 UTC,2026-02-12 20:03:19.110299 UTC
5325b6447a82a7f04d78194f3b48e681,529018960,AZIMUTE,2026-02-11 17:38:18.035111 UTC,2026-02-12 20:03:19.110299 UTC
60df45f1cce8bf0383cb52ddd515c21e,820539560,AZIMUTE,2026-02-11 17:38:18.044953 UTC,2026-02-12 20:03:19.110299 UTC
e1d48bdd44e7f5cb0c35add3f404425b,299595270,AZIMUTE,2026-02-12 17:54:18.961739 UTC,2026-02-12 20:03:19.110299 UTC
2b925ab033ba9b7557a9fad58861123a,880418730,AZIMUTE,2026-02-12 17:54:19.048631 UTC,2026-02-12 20:03:19.110299 UTC
6bf7149022219e92b44f8cda4397d6d2,696997940,AZIMUTE,2026-02-11 17:35:21.317217 UTC,2026-02-12 20:03:19.110299 UTC
268cd6d4b8dcce0b0cf3f0108eec2a5c,675976940,AZIMUTE,2026-02-12 17:54:19.006049 UTC,2026-02-12 20:03:19.110299 UTC
12c26ac3c43fc179de41c256c0c1b66e,555690830,AZIMUTE,2026-02-12 17:54:18.962273 UTC,2026-02-12 20:03:19.110299 UTC
4486598b872faadfcb8df141c915b6c1,695918670,AZIMUTE,2026-02-12 17:54:18.980178 UTC,2026-02-12 20:03:19.110299 UTC
d46f652af7783921a37f14ceb2971474,618605650,AZIMUTE,2026-02-12 17:54:18.934566 UTC,2026-02-12 20:03:19.110299 UTC
c578115b4f0d4023fc523edbcc3d038e,370359520,AZIMUTE,2026-02-12 17:54:19.052443 UTC,2026-02-12 20:03:19.110299 UTC
c94ca7626edeca11675df6fb24667b15,6469080,AZIMUTE,2026-02-11 17:34:11.176739 UTC,2026-02-12 20:03:19.110299 UTC
d1650a2395840e2c2d58786cb61aee15,565153310,AZIMUTE,2026-02-11 17:35:21.309529 UTC,2026-02-12 20:03:19.110299 UTC
8e9ac69767d00ccabcf5164a711cb27b,925987780,AZIMUTE,2026-02-11 17:38:17.989147 UTC,2026-02-12 20:03:19.110299 UTC
5ad7dbac8a52848fb1498f65ad723195,478173520,AZIMUTE,2026-02-11 17:38:18.000053 UTC,2026-02-12 20:03:19.110299 UTC
1fab19c8bb3edb0b1ea1cc8794bdc2c5,753571880,AZIMUTE,2026-02-11 17:38:18.004111 UTC,2026-02-12 20:03:19.110299 UTC
2ba9a9a72f7983f34b56c4b01c9ccb2e,493897660,AZIMUTE,2026-02-11 17:38:18.040463 UTC,2026-02-12 20:03:19.110299 UTC
9559d11bded1a2b6a8444b69e8eb5648,247693240,AZIMUTE,2026-02-11 17:38:17.989534 UTC,2026-02-12 20:03:19.110299 UTC
52ec359fe87cc583aeb3a73831ab6d00,551257540,AZIMUTE,2026-02-11 17:35:21.296217 UTC,2026-02-12 20:03:19.110299 UTC
0899e0247baeb9003fabd022f037f8fc,369553360,AZIMUTE,2026-02-12 17:54:18.918177 UTC,2026-02-12 20:03:19.110299 UTC
f5372f8d7273dca9f1765a0252a291c8,809259200,AZIMUTE,2026-02-12 17:54:19.013685 UTC,2026-02-12 20:03:19.110299 UTC
2813cc52d0b1fc7d96859de3babe3d20,908819390,AZIMUTE,2026-02-11 17:38:18.046247 UTC,2026-02-12 20:03:19.110299 UTC
6b59f68f2a99796f5db35c125643a990,214974260,AZIMUTE,2026-02-12 17:54:19.036454 UTC,2026-02-12 20:03:19.110299 UTC
34ccc70863524bbd0646bc52de4f1be5,295187980,AZIMUTE,2026-02-12 17:54:18.919562 UTC,2026-02-12 20:03:19.110299 UTC
f3d652516aefa3849f2c6ce1d6498575,4707459888056040,AZIMUTE,2026-02-05 01:42:11.737363 UTC,2026-02-12 20:03:19.110299 UTC
d758bade97fc44f8615b42804d67c9e4,702528210,AZIMUTE,2026-02-11 17:35:21.284981 UTC,2026-02-12 20:03:19.110299 UTC
6a702fbe76a3deb2dc2ba4ca5ca68f09,531707270,AZIMUTE,2026-02-12 17:54:18.897263 UTC,2026-02-12 20:03:19.110299 UTC
2437eab78b65b0e4ee49d044f520fb67,7462340,AZIMUTE,2026-02-11 17:34:11.174080 UTC,2026-02-12 20:03:19.110299 UTC
4a7971c04ec565dfe23e2ad0eb5428ea,934735820,AZIMUTE,2026-02-11 17:38:18.006802 UTC,2026-02-12 20:03:19.110299 UTC
efe7509dd7eaacc3d5af86eddb6a344c,375871480,AZIMUTE,2026-02-11 17:35:21.315895 UTC,2026-02-12 20:03:19.110299 UTC
c81e910722afb85f7b14087bda8cd4ca,391659280,AZIMUTE,2026-02-12 17:54:18.968087 UTC,2026-02-12 20:03:19.110299 UTC
1f12c2c2287dbf31fdd2fd7b658ae580,263788630,AZIMUTE,2026-02-11 17:38:18.003976 UTC,2026-02-12 20:03:19.110299 UTC
00c14b843c957ac43cde3dbe6bbf9e2c,595710720,AZIMUTE,2026-02-12 17:54:19.041133 UTC,2026-02-12 20:03:19.110299 UTC
7fd906603603d287bb5362ab6d82f3a4,100761090,AZIMUTE,2026-02-12 17:54:18.967662 UTC,2026-02-12 20:03:19.110299 UTC
546270c9f2aad430eefc83af5555c7dd,3082248070197670,AZIMUTE,2026-02-05 01:42:11.737363 UTC,2026-02-12 20:03:19.110299 UTC
d8dc54bc7fbf6f756f4c8a440fc24354,235379690,AZIMUTE,2026-02-12 17:54:18.931414 UTC,2026-02-12 20:03:19.110299 UTC
247fa611b2ddb3cb14beb1e54dafa552,350356960,AZIMUTE,2026-02-12 17:54:18.973085 UTC,2026-02-12 20:03:19.110299 UTC
2d2633860c32e5f5e08945dd0ddf17ed,278374110,AZIMUTE,2026-02-11 17:38:17.988243 UTC,2026-02-12 20:03:19.110299 UTC
bbcd253e85545d2049151bbf24435a71,254744510,AZIMUTE,2026-02-12 17:54:18.935814 UTC,2026-02-12 20:03:19.110299 UTC
088683b0af56092d17a4f2f35bf6c9dd,4556840,AZIMUTE,2026-02-11 17:34:11.177086 UTC,2026-02-12 20:03:19.110299 UTC
56a1aa74ce0225409816c4b84b18ed24,120223430,AZIMUTE,2026-02-12 17:54:19.031699 UTC,2026-02-12 20:03:19.110299 UTC
3997db46c193592cfb6468f7d7acb158,324987610,AZIMUTE,2026-02-11 17:38:18.032426 UTC,2026-02-12 20:03:19.110299 UTC
d0ad007fa6c34790a20bbe2f4a237492,188531130,AZIMUTE,2026-02-11 17:35:21.310496 UTC,2026-02-12 20:03:19.110299 UTC
a9831a05ed33f969c994f7667d2df884,430738390,AZIMUTE,2026-02-12 17:54:18.919970 UTC,2026-02-12 20:03:19.110299 UTC
72b826f169955c8116bf374f35bfe599,127299880,AZIMUTE,2026-02-12 17:54:18.934395 UTC,2026-02-12 20:03:19.110299 UTC
54f173c947e7a567a224aff9bf4c2d03,231307490,AZIMUTE,2026-02-12 17:54:19.012417 UTC,2026-02-12 20:03:19.110299 UTC
07babdffa33b721e3b16ea4b1d7c9cc9,242406570,AZIMUTE,2026-02-11 17:38:18.043407 UTC,2026-02-12 20:03:19.110299 UTC
a175b45cf3ef42106b417433c039b3a4,883673800,AZIMUTE,2026-02-11 17:35:21.324204 UTC,2026-02-12 20:03:19.110299 UTC
6bd7c4497def0b8511b895fe7235dcbc,262475990,AZIMUTE,2026-02-11 17:35:21.317310 UTC,2026-02-12 20:03:19.110299 UTC
a304e70b87912e45322cb562d1570869,428317020,AZIMUTE,2026-02-12 17:54:19.033511 UTC,2026-02-12 20:03:19.110299 UTC
ccf35400b387d63c4a21f3e7845ed986,649128640,AZIMUTE,2026-02-12 17:54:18.969929 UTC,2026-02-12 20:03:19.110299 UTC
9e30c8f5e7bc08bd075242d4ddb08d48,806441850,AZIMUTE,2026-02-11 17:35:21.320257 UTC,2026-02-12 20:03:19.110299 UTC
7fba29939491040517e934e826fb1ee8,419711320,AZIMUTE,2026-02-11 17:38:18.012475 UTC,2026-02-12 20:03:19.110299 UTC
216352beb665dc5f33a90844aff529d3,8405313645897840,AZIMUTE,2026-02-05 01:42:11.737363 UTC,2026-02-12 20:03:19.110299 UTC
3a715bac4b8490e4ba3ef37709036a82,505199360,AZIMUTE,2026-02-12 17:54:18.926336 UTC,2026-02-12 20:03:19.110299 UTC
8d7b3f11f6ef59816d1607c37112eb14,710295060,AZIMUTE,2026-02-12 17:54:18.925744 UTC,2026-02-12 20:03:19.110299 UTC
e64e2584ee0e0677cea74a3618d954b5,312735420,AZIMUTE,2026-02-11 17:35:21.284356 UTC,2026-02-12 20:03:19.110299 UTC
a1de91356f91e9e273ec25312b3f805e,271547260,AZIMUTE,2026-02-11 17:35:21.306983 UTC,2026-02-12 20:03:19.110299 UTC
32129c956408e57f19e9959dca7dd9e4,374120270,AZIMUTE,2026-02-11 17:38:18.015536 UTC,2026-02-12 20:03:19.110299 UTC
251fb5d7d9801f4004272aefffac67d4,846458010,AZIMUTE,2026-02-12 17:54:18.947348 UTC,2026-02-12 20:03:19.110299 UTC
93711956977f915049ebf4837a3a889f,230049410,AZIMUTE,2026-02-11 17:38:17.981315 UTC,2026-02-12 20:03:19.110299 UTC
4b1ee4f947a99d65ae11aa867d70b6af,555407070,AZIMUTE,2026-02-11 17:38:18.010062 UTC,2026-02-12 20:03:19.110299 UTC
31a3e9da889ac28cec8467adff35e793,582258490,AZIMUTE,2026-02-11 17:35:21.316211 UTC,2026-02-12 20:03:19.110299 UTC
9ea6e4bdee1fc8ceea905d7c0529acae,430332910,AZIMUTE,2026-02-12 17:54:18.918384 UTC,2026-02-12 20:03:19.110299 UTC
57801002cbbbf9bb52e4ecd773f13b72,237682890,AZIMUTE,2026-02-11 17:38:17.994411 UTC,2026-02-12 20:03:19.110299 UTC
97a95d832c8d26dd3fc38675af7cc196,310043400,AZIMUTE,2026-02-12 17:54:18.915634 UTC,2026-02-12 20:03:19.110299 UTC
fb8262cd837530ecabeaa14766e46f4c,975840390,AZIMUTE,2026-02-11 17:35:21.295910 UTC,2026-02-12 20:03:19.110299 UTC
6027d3a6d923dd9c0e54ce6763451f17,567107120,AZIMUTE,2026-02-12 17:54:19.034204 UTC,2026-02-12 20:03:19.110299 UTC
3c15425655b9bcdfb93139dd0969dea9,906718280,AZIMUTE,2026-02-11 17:38:17.982269 UTC,2026-02-12 20:03:19.110299 UTC
ad9cb38765808c6fdb80e14cadb5fbeb,978279930,AZIMUTE,2026-02-11 17:35:21.296539 UTC,2026-02-12 20:03:19.110299 UTC
a471e8c664fb6274f756aafb4ba9a8f3,383424700,AZIMUTE,2026-02-11 17:35:21.324966 UTC,2026-02-12 20:03:19.110299 UTC
6bcf312e677f4c455eeae896f4a69356,545236610,AZIMUTE,2026-02-11 17:35:21.321432 UTC,2026-02-12 20:03:19.110299 UTC
8f3fde932eb85fe9455622a3654a1808,785817230,AZIMUTE,2026-02-11 17:35:21.278902 UTC,2026-02-12 20:03:19.110299 UTC
895c66f39c047f3a41575a5ed8494926,441304840,AZIMUTE,2026-02-12 17:54:18.982707 UTC,2026-02-12 20:03:19.110299 UTC
3094911b7843bc9180c3e9d0004e2304,998427350,AZIMUTE,2026-02-11 17:38:17.992404 UTC,2026-02-12 20:03:19.110299 UTC
6afc248104f8000035885000dcdd245d,260794480,AZIMUTE,2026-02-12 17:54:19.048425 UTC,2026-02-12 20:03:19.110299 UTC
b4c864db5eaf181be63c5078ee7c8b13,290458490,AZIMUTE,2026-02-11 17:38:18.005977 UTC,2026-02-12 20:03:19.110299 UTC
bd9b2f734bea032e0a28bad09577dfec,116090060,AZIMUTE,2026-02-12 17:54:18.960133 UTC,2026-02-12 20:03:19.110299 UTC
17863396444bb1f7b32ccdb80ae018c8,213312450,AZIMUTE,2026-02-12 17:54:18.999281 UTC,2026-02-12 20:03:19.110299 UTC
a2f0ae1dcab24e4a4727c035e9c194ba,789923890,AZIMUTE,2026-02-11 17:38:18.038752 UTC,2026-02-12 20:03:19.110299 UTC
3256e536f45dd1e8d97c9ff1197d5fb9,360810170,AZIMUTE,2026-02-11 17:35:21.308799 UTC,2026-02-12 20:03:19.110299 UTC
985a58ec7ef04ea4447eb6e540f91682,191671790,AZIMUTE,2026-02-11 17:38:18.020012 UTC,2026-02-12 20:03:19.110299 UTC
2e657572f28b2e6d1ec3fdd0bc6368e0,398249820,AZIMUTE,2026-02-11 17:35:21.322560 UTC,2026-02-12 20:03:19.110299 UTC
c1ab4643080f8ac71cb994aab5d6f5e1,741634110,AZIMUTE,2026-02-12 17:54:18.950001 UTC,2026-02-12 20:03:19.110299 UTC
32aa78a9edee4877d85a3da7ed0d2893,668661000,AZIMUTE,2026-02-11 17:38:18.041177 UTC,2026-02-12 20:03:19.110299 UTC
e7ba4888156e86e8b8c4d49451f277db,5231388629827320,AZIMUTE,2026-02-05 01:42:11.737363 UTC,2026-02-12 20:03:19.110299 UTC
9215cb7af04380f80580639da632a116,534463100,AZIMUTE,2026-02-12 17:54:18.904488 UTC,2026-02-12 20:03:19.110299 UTC
f5cdb88c3e102c5291a4710b17dabaf8,439589820,AZIMUTE,2026-02-12 17:54:18.992042 UTC,2026-02-12 20:03:19.110299 UTC
4c4c1be40b89a30a62793270b8b6d74a,121820597416020,AZIMUTE,2026-02-05 01:42:11.737363 UTC,2026-02-12 20:03:19.110299 UTC
86be030c7f11040074443a2248414b34,617516760,AZIMUTE,2026-02-12 17:54:18.928473 UTC,2026-02-12 20:03:19.110299 UTC
483bb95a64008f6a9988cb5f9ec74007,684890550,AZIMUTE,2026-02-11 17:38:18.027283 UTC,2026-02-12 20:03:19.110299 UTC
ec3525f3c411a182be749551c19e0557,870243020,AZIMUTE,2026-02-11 17:35:21.293066 UTC,2026-02-12 20:03:19.110299 UTC
db47d2329eaa29f7e2d5880ee9ae096c,473328660,AZIMUTE,2026-02-11 17:38:18.029587 UTC,2026-02-12 20:03:19.110299 UTC
bb782de084e52ef3c0bf12d52152d496,190768530,AZIMUTE,2026-02-12 17:54:19.055578 UTC,2026-02-12 20:03:19.110299 UTC
7e4165c45131c9183907168c9be023a1,836221250,AZIMUTE,2026-02-11 17:35:21.328046 UTC,2026-02-12 20:03:19.110299 UTC
029a4a048e022820fe01421585c483c2,578835890,AZIMUTE,2026-02-11 17:38:18.046880 UTC,2026-02-12 20:03:19.110299 UTC
e2e788975a2184de56f2551987c1cf68,160682350,AZIMUTE,2026-02-11 17:35:21.301945 UTC,2026-02-12 20:03:19.110299 UTC
ccd47e41f153493914851b72626e2569,918502890,AZIMUTE,2026-02-11 17:35:21.276687 UTC,2026-02-12 20:03:19.110299 UTC
905310320081f9e6e3e1e3889ba08666,663035070,AZIMUTE,2026-02-11 17:38:18.021067 UTC,2026-02-12 20:03:19.110299 UTC
46ff93c7e81e63fbb590c006cfefc53c,611411620,AZIMUTE,2026-02-12 17:54:19.001743 UTC,2026-02-12 20:03:19.110299 UTC
cc50499054b43e6b8a19556d6662a524,862401980,AZIMUTE,2026-02-11 17:38:18.036245 UTC,2026-02-12 20:03:19.110299 UTC
b6229dbc8e5a25a350616a8f3560360c,677263500,AZIMUTE,2026-02-11 17:38:17.990532 UTC,2026-02-12 20:03:19.110299 UTC
fa642671468ec933ceaed8e26f58376e,239664990,AZIMUTE,2026-02-11 17:38:18.040599 UTC,2026-02-12 20:03:19.110299 UTC
54aa8f81d31586249e738a1506f4432c,724798640,AZIMUTE,2026-02-12 17:54:19.054687 UTC,2026-02-12 20:03:19.110299 UTC
94cea68043808dd3b6fc9c88803a32f4,454321720,AZIMUTE,2026-02-12 17:54:18.984786 UTC,2026-02-12 20:03:19.110299 UTC
7d68be06dc4fe9d6661b9ba9b1659801,165668730,AZIMUTE,2026-02-12 17:54:18.899430 UTC,2026-02-12 20:03:19.110299 UTC
0f99be5dc0683dcb1417c546c309efab,152732280,AZIMUTE,2026-02-11 17:35:21.323323 UTC,2026-02-12 20:03:19.110299 UTC
22474eff91ccfbacf23539fd519db5d8,315811080,AZIMUTE,2026-02-12 17:54:18.922334 UTC,2026-02-12 20:03:19.110299 UTC
2d59f36eba301a76545e53ea76fdcb4b,455222190,AZIMUTE,2026-02-12 17:54:19.053755 UTC,2026-02-12 20:03:19.110299 UTC
80684dc3a629ef9c1e06b9edbd434278,4529675503965950,AZIMUTE,2026-02-05 01:42:11.737363 UTC,2026-02-12 20:03:19.110299 UTC
437f6a8662e6d1645d15067ff2af46ed,818228380,AZIMUTE,2026-02-11 17:38:18.045072 UTC,2026-02-12 20:03:19.110299 UTC
1f532daf965e1e95eeecea7953dd3ce7,262440020,AZIMUTE,2026-02-11 17:38:17.993688 UTC,2026-02-12 20:03:19.110299 UTC
f80568374599713caa4b06c79642d1ce,416088760,AZIMUTE,2026-02-12 17:54:18.908217 UTC,2026-02-12 20:03:19.110299 UTC
701ba61d82784c46ab1bcc214369de64,664053800,AZIMUTE,2026-02-11 17:35:21.323514 UTC,2026-02-12 20:03:19.110299 UTC
